hpoID,class,type,content,system,round,similarity_BioBERT_cosine_,similarity_BioBERT_euclidean_,similarity_BioBERT_manhattan_,similarity_BioBERT_angular_,similarity_BioClinicalBERT_cosine_,similarity_BioClinicalBERT_euclidean_,similarity_BioClinicalBERT_manhattan_,similarity_BioClinicalBERT_angular_,similarity_BioLinkBERT_cosine_,similarity_BioLinkBERT_euclidean_,similarity_BioLinkBERT_manhattan_,similarity_BioLinkBERT_angular_,similarity_ClinicalBERT_cosine_,similarity_ClinicalBERT_euclidean_,similarity_ClinicalBERT_manhattan_,similarity_ClinicalBERT_angular_,similarity_PubMedBERT_cosine_,similarity_PubMedBERT_euclidean_,similarity_PubMedBERT_manhattan_,similarity_PubMedBERT_angular_,similarity_SapBERT_cosine_,similarity_SapBERT_euclidean_,similarity_SapBERT_manhattan_,similarity_SapBERT_angular_,similarity_SapUMLSBERT_cosine_,similarity_SapUMLSBERT_euclidean_,similarity_SapUMLSBERT_manhattan_,similarity_SapUMLSBERT_angular_,similarity_SciBERT_cosine_,similarity_SciBERT_euclidean_,similarity_SciBERT_manhattan_,similarity_SciBERT_angular_,similarity_UMLSBERT_cosine_,similarity_UMLSBERT_euclidean_,similarity_UMLSBERT_manhattan_,similarity_UMLSBERT_angular_,similarity_medCPT_cosine_,similarity_medCPT_euclidean_,similarity_medCPT_manhattan_,similarity_medCPT_angular_,answer
CHEBI:133608,exact,direct,2-azaniumyl-3-(1-methyl-1H-imidazol-4-yl)propanoate,Qwen3-30B-A3B-Instruct-2507-FP8,-1,-1.1676496374841003,-1.1090435928033078,-0.9547752806084832,-1.2603284486623545,0.26040281206335,-0.1141735018599697,-0.1970760155009871,0.1197421197556484,0.3428002865311772,-0.1686416430491354,-0.053628905636578,0.2419417799611065,0.154331890303865,-0.3114434563670632,-0.3489783642462638,0.017298203537269,-0.6025382989968195,-0.8300376634273289,-0.6703504279736202,-0.7643884378329484,-1.607347582636396,-0.8212066021605344,-0.7345493450233276,-1.444445778314714,-1.4088073000774348,-0.9384072154281404,-0.8233994533908754,-1.3843842543793068,-1.3584328611771803,-0.6775954614270068,-0.5159673056333114,-1.3441536080927745,-1.4500433859578816,-0.8994757688731844,-0.8234515118978741,-1.4409008277421511,-1.1781295829033394,-0.8345808679599563,-0.6155681151117646,-1.1839334498650378,"{
  ""classification"": ""Exact"",
  ""confidence"": 9.8
}"
CHEBI:15681,exact,direct,"(2S,3R,4E)-2-(acylamino)-3-hydroxyoctadec-4-en-1-yl 5-acetamido-3,5-dideoxy-D-glycero-alpha-D-galacto-non-2-ulopyranonosyl-(2->3)-beta-D-galactopyranosyl-(1->4)-beta-D-glucopyranoside",Qwen3-30B-A3B-Instruct-2507-FP8,-1,0.0538926207903983,-0.4160694904458059,-0.4273338319561034,-0.1218739981100562,0.7801793972505316,0.8374933256264233,0.6972986857746879,0.8269780928184794,0.4598850606059781,0.4039887409767259,-0.0185760965062665,0.3873758915157031,0.7662403115969215,0.1977581585158487,0.0408626341930313,0.7418990371029853,0.3526726346254601,-0.0379203639354521,-0.190852520657686,0.2145255122987462,-1.2587019942661757,-0.7455005772519171,-0.6488845740693046,-1.1927560068265968,-0.024851476884725,-0.5183304192957866,-0.5165080506652487,-0.1813750645571674,0.3230753829730305,0.2523859683788297,0.1761157789890459,0.1894688369149716,-0.7981874962947267,-0.4849273262356658,-0.551770533542298,-0.9201977707296636,-0.5060585318719177,-0.5735678791972166,-0.4667978870712401,-0.6502818381053485,"{
  ""classification"": ""Related"",
  ""confidence"": 0.95
}"
CHEBI:15681,related,direct,(Gal)1 (Glc)1 (Neu5Ac)1 (Cer)1,Qwen3-30B-A3B-Instruct-2507-FP8,-1,-0.7263377162463623,-0.9490899578766226,-0.8486502783033681,-0.889872986406792,-0.4493547039939671,-0.7582442841437165,-0.7240297366090555,-0.6142539661471791,0.4059364211939218,-0.0254140516903523,-0.0232291224167726,0.3193742107273817,-0.2748933897313029,-0.8615904677307546,-0.7844875968262024,-0.4071034897654152,-0.0064781612716924,-0.4409522596600505,-0.4855462679908761,-0.1945737193518128,-0.0335422211636727,-0.3875717550983728,-0.3842848963746638,-0.1888377503593166,-0.5402975981831031,-0.7007313426144082,-0.6591312684545926,-0.6702684095864125,-1.1827973298411207,-0.512513754686538,-0.470355699082408,-1.208015104857496,-0.2549496248189502,-0.4494001363423947,-0.2192489215754908,-0.4281689083983671,-0.2645443782569486,-0.5950113508253616,-0.4895583295274746,-0.43746400647645,"{
  ""classification"": ""Related"",
  ""confidence"": 0.95
}"
CHEBI:15681,related,direct,(N-Acetylneuraminyl)-D-galactosyl-D-glucosylceramide,Qwen3-30B-A3B-Instruct-2507-FP8,-1,0.3802871766405255,-0.0535469097647584,-0.0641257659742011,0.2725439863959623,0.5523823001910143,0.3656221223253859,0.2339569274008671,0.4890131126260761,0.6757397715998208,0.6165901282193226,-0.0033571549479927,0.6800467136944055,0.6363769251869974,0.0008180799284987,-0.0837233839687292,0.5709841763957375,0.3476986437783719,-0.0572532270732987,-0.1151315084426052,0.2083700378206392,0.92996936488653,0.4625080565049438,0.3366468027737909,0.8961845003900974,0.9749042215058024,0.8667101780340257,0.8104327376734775,1.1037730341541288,0.3653609261317039,0.3180551466887826,0.2756847264084822,0.2388135789303974,0.201802058898281,0.1330162019050074,0.0205431669393296,0.0506324812692832,0.5873333103451784,0.0501335648159418,-0.0803432270510484,0.4776321423130281,"{
  ""classification"": ""Related"",
  ""confidence"": 0.95
} <end_of_turn>"
CHEBI:15681,related,direct,(Neu5Ac)GM3,Qwen3-30B-A3B-Instruct-2507-FP8,-1,-1.3056980616456682,-1.1684369378953658,-1.0201864058060888,-1.3697485513171324,-0.6727566322794322,-0.8456796875202344,-0.7686340800942895,-0.8152811494370964,-0.4054338121936161,-0.4703130665200765,-0.0598114796123972,-0.5534476135902734,-1.4185002906057689,-1.1912836235766608,-1.0251287234630768,-1.3709388084221892,-0.773754117266586,-0.9283641471154253,-0.8163269699755304,-0.9110156749655252,-0.3867006522815179,-0.5269088146795939,-0.5016316068518492,-0.5037295033479285,-1.1174988077074228,-0.9154951959716204,-0.8281839508238349,-1.15625008010229,-2.026168670656189,-0.7965263024414871,-0.6542899785707311,-1.8336008308148823,-0.7293617608252028,-0.6717265364941811,-0.5967932725443473,-0.86131424907241,-1.1146308719486644,-0.878284220515968,-0.6440991592430871,-1.1364500183607165,"{
  ""classification"": ""Related"",
  ""confidence"": 0.95
}"
CHEBI:15681,related,direct,GM3,Qwen3-30B-A3B-Instruct-2507-FP8,-1,-4.206131540633392,-1.7327065916569362,-1.436589757871272,-3.27419821465041,-1.799297916954044,-1.2064727909611737,-1.0719047837597526,-1.702613731789567,-2.724647166423603,-0.8651048574026702,-0.0955514201509085,-2.411230143962287,-2.477950834219701,-1.442003711461871,-1.2256474577977692,-2.146510306967329,-2.9120277504138667,-1.5523412921849744,-1.2215822484639256,-2.398636932266674,-0.8219937843171046,-0.650260198028293,-0.5963472827844727,-0.8603331773374132,-2.634705358236613,-1.2328649999466568,-1.0800135148733787,-2.26264972129978,-3.3613874373069126,-1.2140384592325333,-1.0404169666765997,-2.721472011598214,-1.9229763607905332,-0.9763552494678892,-0.9203475771274788,-1.785971418693895,-1.618656421693259,-0.9287103813725238,-0.6707488375328833,-1.5003001802135465,"{
  ""classification"": ""Exact"",
  ""confidence"": 9.8
}"
CHEBI:15681,related,direct,GM3 (NeuAc),Qwen3-30B-A3B-Instruct-2507-FP8,-1,-1.5575932271682509,-1.244676931234811,-1.0695947370542005,-1.5628195088063217,-0.7173012049871164,-0.857662531772749,-0.807391548376871,-0.8541085621622226,-0.6005898312238985,-0.5054710064660206,-0.0651560766873118,-0.7355489454374162,-1.460714510521164,-1.1983650706927618,-1.0436246835669465,-1.4034684061223532,-1.3531442214696203,-1.1819094374570551,-0.9603505634413024,-1.3676958606847824,-0.3454078201704277,-0.5068742830963625,-0.4753373525706775,-0.4682574073402664,-1.399281706123029,-0.9546125713585948,-0.8773595047826586,-1.3770729622488458,-2.1598883015087016,-0.8399508649081566,-0.6869781014376959,-1.927192894509741,-1.30942478007069,-0.9396567954107478,-0.7267652682735334,-1.3335432896633677,-1.2660338051304454,-0.8878237783937263,-0.6557222136940855,-1.2488257131453453,"{
  ""classification"": ""Related"",
  ""confidence"": 9.5
}"
CHEBI:15681,related,direct,Hematoside,Qwen3-30B-A3B-Instruct-2507-FP8,-1,-3.4684925105569406,-1.606781496710763,-1.3584281062795491,-2.839198149564387,-2.347248108514767,-1.3809013638618812,-1.2085797113714327,-2.082232408197388,-1.3014112114598306,-0.6514095793242228,-0.0792916974463073,-1.3375467885182586,-2.639873466226928,-1.4623189947151938,-1.2440695586487098,-2.259075319283025,-3.54196015173472,-1.6636446463671115,-1.2943975474657428,-2.762025647121598,-1.155997508957611,-0.7300822462818582,-0.6664788878606175,-1.1164655577053857,-2.047725470910415,-1.1391703409005305,-1.0032737939408347,-1.855780319900583,-3.2338646615777917,-1.1918163213358062,-1.0077213254152453,-2.640408387157926,-2.865588427030868,-1.1951102821411543,-1.0463098272940807,-2.417019464379027,-2.2162426564639226,-1.023055639749594,-0.7135524315439297,-1.899991411107313,"{
  ""classification"": ""Related"",
  ""confidence"": 0.95
}"
CHEBI:15681,related,direct,"N-Acetylneuraminyl-2,3-alpha-D-galactosyl-1,4-beta-D-glucosylceramide",Qwen3-30B-A3B-Instruct-2507-FP8,-1,0.6403985969079284,0.3939387203646191,0.3538645111858215,0.6452131870646721,0.8111354933690116,0.9426062141215376,0.8363508938815947,0.8778100983089971,0.8544059762750201,1.021259340181366,0.0330261407776047,0.9561889654983384,1.0997128315711864,0.9601768303032684,0.8482498427404089,1.2553453644056942,0.699865383391465,0.5591599433959891,0.3658572270518918,0.6946231924929437,1.25053406208443,1.3932224616787594,1.261518211511402,1.441546200084893,1.0082841184656477,0.9651670330446528,0.9328794082282368,1.1643185844606805,0.7333894329930183,0.9288092887213134,0.7777361613254159,0.7175241565365972,0.4521158539649922,0.4738962862805855,0.3714358334371745,0.3529126620735756,0.7894933573222318,0.352351739724279,0.1242792105484091,0.7658837763867488,"{
  ""classification"": ""Exact"",
  ""confidence"": 9.8
}"
CHEBI:15681,related,direct,Neu5Ac-alpha2->3Gal-beta1->4Glc-beta1->1'Cer,Qwen3-30B-A3B-Instruct-2507-FP8,-1,-0.0292840552145914,-0.5453911458388625,-0.5563202697176853,-0.2134893356405029,0.2669301324285912,-0.1245838527593853,-0.2289697301627498,0.12742586504147,0.786729377969006,0.813762557563948,0.0119471168180858,0.8470213210531006,0.5468260233543911,-0.2339201901267012,-0.2708651028175552,0.4595869657234773,0.5183269989316305,0.2025543120346062,0.1385336879806605,0.4298070294103825,0.6332327020753152,0.0820816326752409,-0.0045550748034408,0.508220052962313,0.0232291952499704,-0.4206557694729738,-0.3921215468169188,-0.1320929348382746,-0.1271484665800716,-0.1174601789470893,-0.0417598244336049,-0.2888086266240479,0.176092990379122,0.0108076084013404,-0.0651738222776933,0.0214902412128179,0.2572442663075766,-0.2004449424843161,-0.2472772652957214,0.0819114209516109,"{
  ""classification"": ""Exact"",
  ""confidence"": 9.8
}"
