hpoID,class,type,content,system,round,similarity_sapbert-from-pubmedbert-squad2_cosine,similarity_sapbert-from-pubmedbert-squad2_euclidean,similarity_sapbert-from-pubmedbert-squad2_manhattan,similarity_sapbert-from-pubmedbert-squad2_angular,similarity_Bio_ClinicalBERT_cosine,similarity_Bio_ClinicalBERT_euclidean,similarity_Bio_ClinicalBERT_manhattan,similarity_Bio_ClinicalBERT_angular,similarity_ClinicalBERT_cosine,similarity_ClinicalBERT_euclidean,similarity_ClinicalBERT_manhattan,similarity_ClinicalBERT_angular,similarity_biobert-v1.1_cosine,similarity_biobert-v1.1_euclidean,similarity_biobert-v1.1_manhattan,similarity_biobert-v1.1_angular,similarity_UMLSBert_ENG_cosine,similarity_UMLSBert_ENG_euclidean,similarity_UMLSBert_ENG_manhattan,similarity_UMLSBert_ENG_angular,similarity_scibert_scivocab_cased_cosine,similarity_scibert_scivocab_cased_euclidean,similarity_scibert_scivocab_cased_manhattan,similarity_scibert_scivocab_cased_angular,answer,confidence
CHEBI:133608,exact,direct,2-azaniumyl-3-(1-methyl-1H-imidazol-4-yl)propanoate,medgemma-27b-text-it,-1,-0.9602708419040638,-0.910401514080018,-0.7200217281946113,-0.9859427127051577,0.2604031544146751,0.7605046138960011,0.6600553448349399,0.1197425079054352,0.1543310048482509,-0.941551616171852,-0.9003879408848596,0.0172972518894697,-1.167649302875727,-1.1431878956889234,-1.7459192543584543,-1.260328140621529,-1.4500428917040178,1.5703055982619123,-0.9179036334894922,-1.4409004462254502,-1.358432504695419,1.324547018938861,-0.1812522669795427,-1.344153332879737,related,8
CHEBI:15681,exact,direct,"(2S,3R,4E)-2-(acylamino)-3-hydroxyoctadec-4-en-1-yl 5-acetamido-3,5-dideoxy-D-glycero-alpha-D-galacto-non-2-ulopyranonosyl-(2->3)-beta-D-galactopyranosyl-(1->4)-beta-D-glucopyranoside",medgemma-27b-text-it,-1,0.2219307111589458,-0.4608060216398283,-0.3224735282589868,0.0895905427247268,0.7801781097970073,1.743224399337672,1.0350251292310368,0.8269761717421259,0.766240219255129,-0.8818178028303821,-0.8240104689090639,0.7418988826127849,0.0538930552520308,0.5775579768875021,-1.079768478183613,-0.1218735585048887,-0.7981870152434539,2.678200070042769,0.1755625682619749,-0.920197379050135,0.3230763428770871,1.485772137115939,0.0466273424400912,0.1894699594216042,related,9
CHEBI:15681,related,direct,(Gal)1 (Glc)1 (Neu5Ac)1 (Cer)1,medgemma-27b-text-it,-1,-0.1342523116535033,-0.7936356069677953,-0.5020744925763204,-0.2641193170863151,-0.4493511235316038,-1.5802196983151298,-1.3912551338719563,-0.6142507428252247,-0.2748934496213925,-2.202436564614949,-2.1080303313296667,-0.4071035558320008,-0.7263387405135507,-0.7034722564728055,-0.690939222638674,-0.8898738814623846,-0.254949832662702,0.3750331752073285,-0.1623433969877798,-0.4281691432139838,-1.1827978875862484,1.8385699158877864,1.29246939175196,-1.208015538272158,related,8
CHEBI:15681,related,direct,(N-Acetylneuraminyl)-D-galactosyl-D-glucosylceramide,medgemma-27b-text-it,-1,0.3606378258499279,-0.7157806990332649,-1.15673145425096,0.2375627280716611,0.5523818255479594,1.9693882691298763,0.9084761348544768,0.4890125215102989,0.6363768368929923,-0.9191997291920416,-1.0443277481246909,0.5709840350586064,0.3802862428328376,-0.020034823003305,-0.9590191814859548,0.2725426978595934,0.2018018418035493,2.663665078046795,0.4594968439640214,0.0506321970397938,0.3653604964066553,1.6213030122258778,0.8568781235788938,0.2388130848343473,related,8
CHEBI:15681,related,direct,(Neu5Ac)GM3,medgemma-27b-text-it,-1,-1.3021857011024478,-1.030333451819305,-0.5455175119821442,-1.2577177101477712,-0.6727586229800934,-1.1445014408228162,-0.3979795560818936,-0.8152829928086571,-1.4184999087567327,-0.7098740782805304,-0.753339933140869,-1.3709384865914516,-1.305697040846877,-0.6511815940136875,-0.6336866438426824,-1.369747702422525,-0.7293619590602826,0.1469364919736893,-0.1220934526872549,-0.861314439186008,-2.0261674406402244,0.8884366525585219,1.1401908236369032,-1.8335999702233208,related,8
CHEBI:15681,related,direct,GM3,medgemma-27b-text-it,-1,-3.0386590343329334,-1.127477846337125,-0.4050045814026779,-2.503231037061607,-1.7992990362570591,-0.6157470278881239,-1.3668815430387908,-1.7026146504839283,-2.477951231534785,-1.0888744585309984,-1.3230943482076865,-2.146510523081012,-4.206132151876456,-2.961024161953047,-1.9009373783250672,-3.274198307727921,-1.9229772127426887,0.0641119301754861,-0.9905310156424666,-1.785971992207798,-3.36138771082844,-1.4018602480431186,-1.449732909278035,-2.7214722074601867,exact,10
CHEBI:15681,related,direct,GM3 (NeuAc),medgemma-27b-text-it,-1,-2.388217547387123,-1.0809015351343425,-0.7725221725892264,-2.05641943458578,-0.7172992029796497,-0.9645211728647746,-0.3198204941505628,-0.8541069268683383,-1.4607149395430796,-0.6212465793136666,-0.7645418547174253,-1.4034687076531558,-1.5575922269602769,-0.7158850050355733,-0.5146175692534262,-1.5628186893118043,-1.3094249665572606,-0.8700710426797841,-0.3901898631143209,-1.333543431041381,-2.1598875469255194,0.6841278333673532,1.1199266046728278,-1.9271923779633704,related,8
CHEBI:15681,related,direct,Hematoside,medgemma-27b-text-it,-1,-2.4386172218296625,-0.7764055104155437,0.356713840462894,-2.091708178714262,-2.347249990058975,-2.248056551461389,-1.8808199907385617,-2.082233780952804,-2.639873655448264,-0.9417128694184616,-1.106403521918986,-2.259075383206119,-3.4684937589777283,-0.5932270270209676,-0.6738502492750065,-2.839198699676978,-2.865587904106768,-0.9975306793996552,-0.6444210508334239,-2.4170190617696106,-3.233865156741853,-1.3073944337112158,-1.1995175380679235,-2.6404087243822314,exact,10
CHEBI:15681,related,direct,"N-Acetylneuraminyl-2,3-alpha-D-galactosyl-1,4-beta-D-glucosylceramide",medgemma-27b-text-it,-1,0.9218877359529304,-0.6366341372222701,-0.8943912484250597,0.927708938287244,0.8111342038975267,2.082867837443463,0.4403189506229011,0.8778081347270813,1.0997131349285705,-1.1466541734758011,-1.0382071168054778,1.2553458896028138,0.6404004742626556,-0.8006025521257689,-1.5039455720321695,0.6452160857593233,0.4521156318004426,3.351248735518162,0.7695027301317969,0.3529123466477809,0.7333894980761883,2.0677450892809333,0.6050720497533133,0.7175242497361136,exact,10
CHEBI:15681,related,direct,Neu5Ac-alpha2->3Gal-beta1->4Glc-beta1->1'Cer,medgemma-27b-text-it,-1,0.4229735489776454,-0.49781675424692,-0.63807008525845,0.3063438558363531,0.2669280804717959,0.1376899325618503,-0.5005690633325423,0.1274234329561783,0.5468255317582745,-2.213820156672824,-2.0428758730361274,0.4595863383630792,-0.0292836275521197,-1.5203463592348143,-1.6758535063232975,-0.2134889141480008,0.1760927738050979,1.700284410640092,-0.1120517053760878,0.0214899599909032,-0.1271484726563773,1.3538329190558307,0.9454862234133408,-0.2888086180108579,exact,10
